date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:12:21	338775/338775	---M--	200	added ('OK')	image/svg+xml	etag:%2252b57-55193500ca64c%22	http://theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes.svg?24213162	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes4850.svg	(from http://theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes.css?ver=4.8)
10:12:23	16955/16955	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Jun%202017%2022:12:21%20GMT	http://theprogroup.co.nz/wp-content/themes/namo/mCSB_buttons.png	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/namo/mCSB_buttons.3b.delayed	(from http://theprogroup.co.nz/wp-content/themes/namo/css/flexslider.css?ver=4.8)
10:12:25	2125/2125	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:12:24%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fabout-us%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed2f24.json	(from http://theprogroup.co.nz/about-us/)
10:12:26	748/748	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b8f39188ea5772ba3acbd86ef50fa507-gzip%22	http://theprogroup.co.nz/about-us/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/about-us/feed/index.html	(from http://theprogroup.co.nz/about-us/)
10:12:26	2208/2208	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:12:26%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed7e66	(from http://theprogroup.co.nz/about-us/)
10:12:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:12:27%20GMT	http://theprogroup.co.nz/?p=30	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index5643.html	(from http://theprogroup.co.nz/about-us/)
10:12:29	8096/8096	---M--	200	added ('OK')	image/png	etag:%221fa0-551954a4b6668%22	http://theprogroup.co.nz/wp-content/themes/groutpro/uploads/theprogroup.png	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/groutpro/uploads/theprogroup.png	(from http://theprogroup.co.nz/about-us/)
10:12:29	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:12:29%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=4ECE9D78265C12CD381F27EA6C91EB63	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index49fa.html	(from http://theprogroup.co.nz/about-us/)
10:12:33	97680/97680	---M--	200	added ('OK')	application/font-sfnt	etag:%2217d90-55193500ec2fa%22	http://theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes.ttf?24213162	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes4850.ttf	(from http://theprogroup.co.nz/wp-content/themes/namo/fonts/fontello/be-themes.css?ver=4.8)
10:12:34	4337/4337	---M--	200	added ('OK')	image/png	etag:%2210f1-551954ff606a0%22	http://www.groutpro.co.nz/wp-content/themes/groutpro/uploads//GroutPro-Logo-2014.png	C:/My%20Web%20Sites/TheProGroup/www.groutpro.co.nz/wp-content/themes/groutpro/uploads/GroutPro-Logo-2014.png	(from http://theprogroup.co.nz/about-us/)
10:12:35	4695/4695	---M--	200	added ('OK')	image/png	etag:%221257-551954ff9a5de%22	http://www.groutpro.co.nz/wp-content/themes/groutpro/uploads//DeckandFence-web-logo-2014.png	C:/My%20Web%20Sites/TheProGroup/www.groutpro.co.nz/wp-content/themes/groutpro/uploads/DeckandFence-web-logo-2014.png	(from http://theprogroup.co.nz/about-us/)
10:12:36	4605/4605	---M--	200	added ('OK')	image/png	etag:%2211fd-551954ff85682%22	http://www.groutpro.co.nz/wp-content/themes/groutpro/uploads//GarageCarpet-web-logo-2014.png	C:/My%20Web%20Sites/TheProGroup/www.groutpro.co.nz/wp-content/themes/groutpro/uploads/GarageCarpet-web-logo-2014.png	(from http://theprogroup.co.nz/about-us/)
10:12:37	4493/4493	---M--	200	added ('OK')	image/png	etag:%22118d-551954ffbdde2%22	http://www.groutpro.co.nz/wp-content/themes/groutpro/uploads//PrepandPaint-web-logo-2014.png	C:/My%20Web%20Sites/TheProGroup/www.groutpro.co.nz/wp-content/themes/groutpro/uploads/PrepandPaint-web-logo-2014.png	(from http://theprogroup.co.nz/about-us/)
10:12:47	62379/62379	---M--	200	added ('OK')	image/jpeg	etag:%22f3ab-551954fee6c3d%22	http://www.groutpro.co.nz/wp-content/themes/groutpro/uploads//New-Site-Awards-updated.jpg	C:/My%20Web%20Sites/TheProGroup/www.groutpro.co.nz/wp-content/themes/groutpro/uploads/New-Site-Awards-updated.jpg	(from http://theprogroup.co.nz/about-us/)
10:12:49	2125/2125	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:12:47%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fgroutpro%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed80a8.json	(from http://theprogroup.co.nz/groutpro/)
10:12:50	748/748	---M-Z	200	added ('OK')	application/rss+xml	etag:%220b5498c4085e725917cc2776e209953e-gzip%22	http://theprogroup.co.nz/groutpro/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/groutpro/feed/index.html	(from http://theprogroup.co.nz/groutpro/)
10:12:51	2208/2208	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:12:50%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fgroutpro%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed9e9d	(from http://theprogroup.co.nz/groutpro/)
10:12:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:12:51%20GMT	http://theprogroup.co.nz/?p=3111	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index3e7f.html	(from http://theprogroup.co.nz/groutpro/)
10:12:58	689351/689351	---M--	200	added ('OK')	image/jpeg	etag:%22a84c7-5519715ab4a66%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//Laundry-After-thumb.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/Laundry-After-thumb.jpg	(from http://theprogroup.co.nz/)
10:12:58	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:12:58%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=342B594699E132DFB01C5321A4F12838	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index6efc.html	(from http://theprogroup.co.nz/groutpro/)
10:12:59	717392/717392	---M--	200	added ('OK')	image/jpeg	etag:%22af250-5519715ae8be3%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//refurbished-deck.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/refurbished-deck.jpg	(from http://theprogroup.co.nz/)
10:12:59	768/768	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b620e366f2983f316741e90dd27deed-gzip%22	http://theprogroup.co.nz/deck-and-fence-pro/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/deck-and-fence-pro/feed/index.html	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:12:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:12:59%20GMT	http://theprogroup.co.nz/?p=3114	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/indexda0e.html	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:12:59	2175/2175	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:12:58%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fdeck-and-fence-pro%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed6f38.json	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:13:00	2258/2258	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:12:59%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fdeck-and-fence-pro%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed62da	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:13:00	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:13:00%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=17B0D5344358F8FB375DFFF1D8539652	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index57e7.html	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:13:01	2175/2175	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:13:00%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fprep-and-paint-pro%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embedf709.json	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:01	768/768	---M-Z	200	added ('OK')	application/rss+xml	etag:%229f775e13727ea2a6ffca1759c0448ed5-gzip%22	http://theprogroup.co.nz/prep-and-paint-pro/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/prep-and-paint-pro/feed/index.html	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:02	2258/2258	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:13:01%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fprep-and-paint-pro%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed04cb	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:25	359246/359246	---M--	200	added ('OK')	image/jpeg	etag:%2257b4e-5519715982d09%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//27277316_l-1.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/27277316_l-1.jpg	(from http://theprogroup.co.nz/about-us/)
10:13:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:13:25%20GMT	http://theprogroup.co.nz/?p=3120	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index7174.html	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:27	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:13:26%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=428CE307549E4F642C8A57B8A0902E54	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/indexa6d7.html	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:28	2170/2170	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:13:27%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fgarage-carpet-pro%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed6cc1.json	(from http://theprogroup.co.nz/garage-carpet-pro/)
10:13:29	766/766	---M-Z	200	added ('OK')	application/rss+xml	etag:%227e6744a80af468827eda45f856e437e3-gzip%22	http://theprogroup.co.nz/garage-carpet-pro/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/garage-carpet-pro/feed/index.html	(from http://theprogroup.co.nz/garage-carpet-pro/)
10:13:29	2253/2253	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:13:29%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fgarage-carpet-pro%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embed64d7	(from http://theprogroup.co.nz/garage-carpet-pro/)
10:13:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:13:29%20GMT	http://theprogroup.co.nz/?p=3117	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index8b89.html	(from http://theprogroup.co.nz/garage-carpet-pro/)
10:13:52	316316/316316	---M--	200	added ('OK')	image/jpeg	etag:%224d39c-55197153ae8ac%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//10041219_l-1.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/10041219_l-1.jpg	(from http://theprogroup.co.nz/prep-and-paint-pro/)
10:13:52	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:13:52%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=97487F1B6BE419FAD0ADDCE9E72A0FD0	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/indexc2ad.html	(from http://theprogroup.co.nz/garage-carpet-pro/)
10:13:54	2185/2185	---M--	200	added ('OK')	application/json	date:Sun,%2011%20Jun%202017%2022:13:53%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fterms-and-conditions%2F	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embedc182.json	(from http://theprogroup.co.nz/terms-and-conditions/)
10:13:54	772/772	---M-Z	200	added ('OK')	application/rss+xml	etag:%225febd8781396c368622e4e3fad2f435c-gzip%22	http://theprogroup.co.nz/terms-and-conditions/feed/	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/terms-and-conditions/feed/index.html	(from http://theprogroup.co.nz/terms-and-conditions/)
10:13:55	2268/2268	---M-Z	200	added ('OK')	text/xml	date:Sun,%2011%20Jun%202017%2022:13:54%20GMT	http://theprogroup.co.nz/wp-json/oembed/1.0/embed?url=http%3A%2F%2Ftheprogroup.co.nz%2Fterms-and-conditions%2F&format=xml	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-json/oembed/1.0/embeda133	(from http://theprogroup.co.nz/terms-and-conditions/)
10:13:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2011%20Jun%202017%2022:13:56%20GMT	http://theprogroup.co.nz/?p=3103	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index29f5.html	(from http://theprogroup.co.nz/terms-and-conditions/)
10:13:57	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2011%20Jun%202017%2022:13:56%20GMT	http://theprogroup.co.nz/?wordfence_logHuman=1&hid=E041CBE7A5524E35DA129CF47C4380D1	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/index94c0.html	(from http://theprogroup.co.nz/terms-and-conditions/)
10:13:59	16953/16953	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Jun%202017%2022:13:57%20GMT	http://theprogroup.co.nz/wp-content/themes/namo/img/loader.gif	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/namo/img/loader.53.delayed	(from http://theprogroup.co.nz/wp-content/themes/namo/style.css)
10:14:06	497456/497456	---M--	200	added ('OK')	image/jpeg	etag:%2279730-5519714f4f282%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//DSC01737b2web.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/DSC01737b2web.jpg	(from http://theprogroup.co.nz/groutpro/)
10:14:36	812514/812514	---M--	200	added ('OK')	image/jpeg	etag:%22c65e2-55197155bfd1e%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//BigDeck1.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/BigDeck1.jpg	(from http://theprogroup.co.nz/deck-and-fence-pro/)
10:14:36	626380/626380	---M--	200	added ('OK')	image/jpeg	etag:%2298ecc-55197154b06d8%22	http://theprogroup.co.nz/wp-content/themes/progroup/uploads//Tall-imgs-2.jpg	C:/My%20Web%20Sites/TheProGroup/theprogroup.co.nz/wp-content/themes/progroup/uploads/Tall-imgs-2.jpg	(from http://theprogroup.co.nz/garage-carpet-pro/)
